18.5193348395,73.9308931679,AB's - Absolute Barbecues
18.5926854567,73.7450660393,Frozen Monkey
18.5902283813,73.7481415272,Marine Drive
18.5700673939,73.7737519294,MasalaBar
18.5367185000,73.8303275000,Eternia Rooftop Resto Lounge at Skye
18.4720655756,73.8934659585,Madinah Restaurant
18.5703526000,73.7738199000,Playboy Beer Garden
18.5962705071,73.7885972648,Adda
18.5340132694,73.8988216594,The Sassy Spoon
18.5391661000,73.9045390000,High Spirits
18.5367185000,73.8303275000,Mamagoto
18.5619440405,73.9174442366,Onesta
18.5521296467,73.8040132821,Falahaar
18.5693183000,73.7746470000,Apache High Street
18.5182774530,73.9313786477,The FML Lounge
18.5169208987,73.8442283124,Sukanta
18.5186738942,73.9348671958,Agent Jack's
18.5436745380,73.9051774889,Farzi Cafe
18.4987327485,73.8191955909,Barometer
18.5603971301,73.9117257670,The Cafè - Hyatt Regency Pune
18.5307895000,73.9136157000,Independence Brewing Company
18.5474062804,73.9058369771,Elephant & Co.
18.5494879470,73.9066550508,Classic Rock Coffee Co.
18.5650864470,73.9079864323,CAFÉ PETERDONUTS
18.5598241784,73.7895089391,Kerala Cafe
18.5925573923,73.7450737506,Ancient Hyderabad
18.5675896516,73.7716075033,No Strings Attached
18.5960545033,73.7885976210,Bazaar - Barbeque & Buffet
18.5186465535,73.9344846457,BMG - Unplugged
18.5339201284,73.8996846601,The Daily All Day
18.5482037947,73.9366133139,Spice Factory
18.5330316313,73.8992977515,Publiq
18.5616459109,73.8072302565,Fly High
18.5162157532,73.8425267860,Barbeque Nation
12.9334267140,77.6143838838,Truffles
12.9699177648,77.6473036408,Empire Restaurant
12.9141419387,77.6785051078,Hoot
12.9129259290,77.6829220355,Big Brewsky
12.9228727861,77.6515448838,TBC Sky Lounge
12.9142324611,77.6774962619,Vapour Brewpub and Diner
12.9824459531,77.7085327730,Biergarten
12.9601005379,77.6468677819,Big Pitcher
12.9150239587,77.6354509592,Empire Restaurant
12.9792037004,77.6405562088,Toit
12.9344024486,77.6161289960,The Black Pearl
12.9263987633,77.5847934186,Brew Meister
12.9852596000,77.5793067000,The London Curry House
12.9342338357,77.6234309748,Brooks and Bonds Brewery
12.9348821453,77.6159456000,Empire Restaurant
12.9325490071,77.6139899343,Crawl Street
12.9705130526,77.6447129622,Burma Burma
12.9495153909,77.6992543414,Foxtrot Gastropub
12.9263173952,77.5845248625,Meghana Foods
12.9341256750,77.6157524809,ECHOES Koramangala
12.9353984390,77.6141575724,Koramangala Social
12.9714987703,77.5957780704,Farzi Cafe
12.9744431580,77.6973469555,Flechazo
12.9107180000,77.5992580000,Three Dots & A Dash
12.9335142885,77.6222622022,The Reservoire
12.9722191879,77.6083690301,Communiti
12.9512213434,77.6993042976,The Globe Grub
12.9344913298,77.6162040979,Meghana Foods
12.9497983000,77.6993079000,AB's - Absolute Barbecues
12.9165670776,77.6046001911,AB's - Absolute Barbecues
12.9225705105,77.5847038999,Go Native 
12.9703385831,77.6446509361,The Pizza Bakery
12.9325731882,77.6140559837,Indigo XP
12.9335979416,77.6269775257,Onesta
12.9806634381,77.6410312951,Three Dots & A Dash
12.9801658606,77.6933712512,The Brew and Barbeque
12.9907755125,77.7231524885,The Pallet
12.9749940016,77.6076123118,Cafe Azzure
12.9345668134,77.6256136224,The Hole in the Wall Cafe
12.9699138441,77.6403396204,Chianti
12.9332149667,77.6307839155,Prost Brew Pub
13.0247030988,77.7614996955,Red Rhino
12.9824129557,77.7219793573,Windmills Craftworks
12.9250971966,77.6745186746,Empire Restaurant
13.0112238271,77.5551191345,Chili's American Grill & Bar
12.9394689529,77.6946818456,The Black Pearl
12.9507766402,77.6998031884,Onesta
12.9555402493,77.7004700527,Shanmukha
12.9678250000,77.6064420000,Double Decker
12.9697890360,77.6411747932,The Black Rabbit
12.9020975940,77.5858820602,Empire Restaurant
13.0637409571,77.5913433731,The Druid Garden
12.9360480526,77.6077206060,Dadi's Dum Biryani
12.9331169354,77.5816347823,Empire Restaurant
12.9698648357,77.6413464546,1131 Bar + Kitchen
12.9699997721,77.6110354811,Arbor Brewing Company
12.9699863765,77.6393099874,Delhi Highway
13.0280469971,77.5731476024,Truffles
12.9512216701,77.6991426945,Sidewalk Bar & Kitchen
12.9496248519,77.6996925473,Meghana Foods Grand
13.0255128640,77.6393042877,Sigree Global Grill
12.9333672418,77.6153692603,Buff Buffet Buff
12.9692175973,77.6411483064,Vapour Pub & Brewery
13.0144548816,77.6356189325,Empire Restaurant
12.9861331309,77.5949123874,Hammered
12.9136765812,77.5855910406,Stories
12.9624781805,77.6416783780,Barbeque Nation
12.9703284547,77.6452272758,Monkey Bar
12.9361486969,77.6254094392,Kota Kachori
12.9117811556,77.6389056444,House Of Commons
12.9760339362,77.6015672833,Hard Rock Cafe
12.8921267058,77.6018680260,Chavadi
13.0116628688,77.5551379099,High Ultra Lounge
12.9394372569,77.6949913055,The Boozy Griffin
12.9228590612,77.5934965163,Taaza Thindi
12.9330404710,77.6147516817,Gilly's Restobar
12.9144004339,77.6665541902,The Fisherman's Wharf
12.9334966429,77.6218977571,Chianti
12.9101912746,77.5858052820,Paradise
13.0215842205,77.6404733956,Brewklyn Microbrewery
